Date,Adj_Close_SPY,Adj_Close_JP,Adj_Close_UK,
04-04-2012,115.629356,588.799988,1367.599976,
05-04-2012,115.571487,585.299988,1369.920044,
09-04-2012,114.273537,572.200012,1367.25,
10-04-2012,112.355453,574.400024,1364.869995,
11-04-2012,113.264915,561.799988,1363.069946,
12-04-2012,114.744797,566.099976,1365.52002,
13-04-2012,113.380646,573.700012,1374.719971,
16-04-2012,113.306206,568,1368.280029,
17-04-2012,114.98455,569.5,1367.640015,
18-04-2012,114.595955,579.700012,1379.670044,
19-04-2012,113.860168,577.900024,1379.180054,
20-04-2012,114.050316,577.5,1382.619995,
23-04-2012,113.091286,580.299988,1389.47998,
24-04-2012,113.521172,570.200012,1389.599976,
25-04-2012,115.075462,574.400024,1391.75,
26-04-2012,115.877434,576.299988,1392.27002,
27-04-2012,116.067581,578.799988,1390.359985,
30-04-2012,115.637672,581,1391.930054,
01-05-2012,116.356964,577.599976,1402.75,
02-05-2012,116.009735,585.099976,1394.699951,
03-05-2012,115.125053,579.900024,1395.619995,
04-05-2012,113.264915,580.5,1375.439941,
07-05-2012,113.347572,569.099976,1378.579956,
08-05-2012,112.892853,559.700012,1370.329956,
09-05-2012,112.22319,558.700012,1336.449951,
10-05-2012,112.454681,559.700012,1306.969971,
11-05-2012,112.115715,564,1307.23999,
14-05-2012,110.875618,552.5,1313.969971,
15-05-2012,110.238968,549.099976,1292.52002,
16-05-2012,109.817375,546.5,1300.310059,
17-05-2012,108.188637,539.299988,1311.089966,
18-05-2012,107.26268,532.700012,1304.619995,
21-05-2012,109.106354,536.599976,1298.469971,
22-05-2012,109.296494,546.299988,1301.880005,
23-05-2012,109.35437,525.5,1304.160034,
24-05-2012,109.569313,533.799988,1311.52002,
25-05-2012,109.213821,534.099976,1313.47998,
29-05-2012,110.536606,538.200012,1313.849976,
30-05-2012,108.932724,529.400024,1303.079956,
31-05-2012,108.69297,531.799988,1282.540039,
01-06-2012,105.956406,525.299988,1285.959961,
04-06-2012,105.906799,539.700012,1297.689941,
05-06-2012,106.708794,545.5,0,
06-06-2012,109.106354,544.200012,1298.98999,
07-06-2012,109.172455,544.400024,1307.439941,
08-06-2012,110.040565,547.799988,1300.640015,
11-06-2012,108.643349,549,1307.160034,
12-06-2012,109.891731,547.5,1298.459961,
13-06-2012,109.189026,548.700012,1290.699951,
14-06-2012,110.346481,549.799988,1312.859985,
15-06-2012,111.474998,559.400024,1305.589966,
18-06-2012,111.691071,562.799988,1316.75,
19-06-2012,112.771431,557.200012,1320.170044,
20-06-2012,112.588585,551.900024,1327.819946,
21-06-2012,110.062263,545.200012,1336.670044,
22-06-2012,110.909935,545.400024,1325.25,
25-06-2012,109.131485,553.200012,1322.560059,
26-06-2012,109.67997,550.799988,1327.77002,
27-06-2012,110.66893,558,1336.069946,
28-06-2012,110.353096,564.599976,1345.51001,
29-06-2012,113.103874,569.599976,1346.859985,
02-07-2012,113.444565,569.5,0,
03-07-2012,114.192482,570.299988,1347.069946,
05-07-2012,113.677254,566.799988,1346.079956,
06-07-2012,112.596878,562.700012,1345.349976,
09-07-2012,112.455627,566.599976,1340.619995,
10-07-2012,111.474998,567.299988,1340.310059,
11-07-2012,111.491608,561.5,1332.630005,
12-07-2012,110.951454,567.5,1334.52002,
13-07-2012,112.812943,567,1330.97998,
16-07-2012,112.547028,564,1327.640015,
17-07-2012,113.319908,569.5,1326.890015,
18-07-2012,114.159241,572.099976,1322.219971,
19-07-2012,114.458389,565.900024,1303.180054,
20-07-2012,113.411331,554.099976,1298.619995,
23-07-2012,112.264488,550.599976,1289.880005,
24-07-2012,111.300476,550.400024,1297.849976,
25-07-2012,111.325432,557.5,1305.76001,
26-07-2012,113.162025,563.299988,1304.079956,
27-07-2012,115.247894,569.5,1307.910034,
30-07-2012,115.247894,564.799988,1300.790039,
31-07-2012,114.441818,572.700012,1299.589966,
01-08-2012,114.342079,568,1289.369995,
02-08-2012,113.55262,580.200012,1289.469971,
03-08-2012,115.804703,582.900024,1288.930054,
06-08-2012,116.029099,585,1285.5,
07-08-2012,116.610817,588.400024,1285.030029,
08-08-2012,116.75209,588.099976,1283.920044,
09-08-2012,116.851814,588,1287.609985,
10-08-2012,117.042938,586.5,1292.560059,
13-08-2012,116.984756,589.200012,1291.25,
14-08-2012,117.001389,587.099976,1293.689941,
15-08-2012,117.134338,587.599976,1297.540039,
16-08-2012,117.998634,589.200012,1301.579956,
17-08-2012,118.156548,586,1303.959961,
20-08-2012,118.164856,589.900024,1301.939941,
21-08-2012,117.80748,576.700012,1304.910034,
22-08-2012,117.857361,577.099976,1307.050049,
23-08-2012,116.893364,576.799988,1314.709961,
24-08-2012,117.599709,576,1312.280029,
27-08-2012,117.624634,573.099976,1308.930054,
28-08-2012,117.508316,570.200012,1305.77002,
29-08-2012,117.599709,569.099976,1302.400024,
30-08-2012,116.75209,575.099976,1303.349976,
31-08-2012,117.308884,566.599976,1301.109985,
04-09-2012,117.200836,565.599976,1296.98999,
05-09-2012,117.101105,576.599976,1293.01001,
06-09-2012,119.477867,579.200012,1296.040039,
07-09-2012,119.943222,578.900024,1298.780029,
10-09-2012,119.261787,578.200012,1297.369995,
11-09-2012,119.594238,577.400024,1300.959961,
12-09-2012,119.993088,581.099976,1303.349976,
13-09-2012,121.821381,590.799988,1308.199951,
14-09-2012,122.361526,589,1310.579956,
17-09-2012,121.946053,586.700012,1313.170044,
18-09-2012,121.846313,589,1310.819946,
19-09-2012,121.912857,585.099976,1314.689941,
20-09-2012,121.921112,586.799988,1314.290039,
21-09-2012,121.870155,584.200012,1312.599976,
24-09-2012,121.686363,586.799988,1309.180054,
25-09-2012,120.391403,578,1312.829956,
26-09-2012,119.71463,578.700012,1315.709961,
27-09-2012,120.842529,575.5,1314.050049,
28-09-2012,120.28273,583.400024,1311.599976,
01-10-2012,120.600258,582.200012,1308.550049,
02-10-2012,120.725555,584.099976,1311.550049,
03-10-2012,121.218491,584.200012,1318.890015,
04-10-2012,122.087395,588.299988,1321.839966,
05-10-2012,122.095741,585.700012,1315.410034,
08-10-2012,121.678032,582,1311.189941,
09-10-2012,120.474922,578.900024,1309.849976,
10-10-2012,119.706314,583,1308.619995,
11-10-2012,119.773125,579.200012,1309.670044,
12-10-2012,119.38044,581.700012,1309.719971,
15-10-2012,120.374664,587.900024,1318.349976,
16-10-2012,121.594467,591.599976,1320.569946,
17-10-2012,122.145859,592.700012,1322.560059,
18-10-2012,121.828415,590,1324.050049,
19-10-2012,119.798195,588.900024,1326,
22-10-2012,119.814896,580.599976,1333.47998,
23-10-2012,118.152306,582.5,1337.77002,
24-10-2012,117.818115,582.299988,1342.859985,
25-10-2012,118.16066,582.700012,1340.550049,
26-10-2012,118.093803,581,1344.48999,
31-10-2012,118.093803,586.400024,1349.219971,
01-11-2012,119.330315,580.099976,1352.449951,
02-11-2012,118.269287,588.099976,1349.77002,
05-11-2012,118.511543,588.700012,1347.300049,
06-11-2012,119.43898,585.900024,1343.180054,
07-11-2012,116.732033,590.700012,1336.689941,
08-11-2012,115.328384,582,1334.310059,
09-11-2012,115.428711,580.700012,1333.959961,
12-11-2012,115.520569,578.599976,1325.829956,
13-11-2012,115.11956,579.400024,1321.959961,
14-11-2012,113.565598,581,1327.969971,
15-11-2012,113.373421,575.799988,1330.079956,
16-11-2012,113.933182,571.900024,1335.380005,
19-11-2012,116.23909,564.599976,1341.459961,
20-11-2012,116.289215,577.799988,1344.48999,
21-11-2012,116.506447,579.400024,1350.060059,
23-11-2012,118.093803,573.900024,1352.189941,
26-11-2012,117.843193,578.299988,1354.890015,
27-11-2012,117.241646,580.599976,1357.930054,
28-11-2012,118.185738,577.799988,1365.930054,
29-11-2012,118.737129,578.400024,1367.900024,
30-11-2012,118.762245,579,1369.359985,
03-12-2012,118.177368,585.299988,1367.380005,
04-12-2012,118.010269,585.400024,1366.930054,
05-12-2012,118.219154,585.5,1371.910034,
06-12-2012,118.620178,585.799988,1374.219971,
07-12-2012,118.979439,588,1375.819946,
10-12-2012,119.029549,587.900024,1374.280029,
11-12-2012,119.839935,590,1379.890015,
12-12-2012,119.898407,590.400024,1384.52002,
13-12-2012,119.163216,590.700012,1391.209961,
14-12-2012,118.720459,592.599976,1393.319946,
17-12-2012,120.115685,591.5,1392.869995,
18-12-2012,121.452393,590.299988,1394.530029,
19-12-2012,120.550102,589.900024,1393.359985,
20-12-2012,121.243507,592,1390.849976,
21-12-2012,120.143013,595.200012,0,
24-12-2012,119.772812,594.400024,1402.060059,
26-12-2012,119.267914,591.700012,1406.349976,
27-12-2012,119.108101,593.849976,1413.339966,
28-12-2012,117.820778,594.5,1435.890015,
31-12-2012,119.82328,590.900024,1454.030029,
02-01-2013,122.894379,587.25,1456.719971,
03-01-2013,122.616699,600.799988,1464.199951,
04-01-2013,123.155228,602.5,1475.869995,
07-01-2013,122.818665,607,1486.030029,
08-01-2013,122.465294,604.900024,1505.810059,
09-01-2013,122.776581,603.700012,1502.689941,
10-01-2013,123.752594,608.799988,1503.319946,
11-01-2013,123.744194,609.599976,1519.98999,
14-01-2013,123.660034,611.5,1530.819946,
15-01-2013,123.744194,610.099976,1533.630005,
16-01-2013,123.727341,611.099976,1534.97998,
17-01-2013,124.52668,608.900024,1547.199951,
18-01-2013,124.804314,611.700012,1557.130005,
22-01-2013,125.477448,613.700012,1575.22998,
23-01-2013,125.67942,616.099976,1563.969971,
24-01-2013,125.713036,616.200012,1572.359985,
25-01-2013,126.419861,618,1576.97998,
28-01-2013,126.268364,624.299988,1581.829956,
29-01-2013,126.764778,626.5,1593.660034,
30-01-2013,126.268364,627.299988,1595.51001,
31-01-2013,125.957062,631.5,1610.189941,
01-02-2013,127.252831,629.299988,1613.01001,
04-02-2013,125.822426,625.299988,1603.790039,
05-02-2013,127.092987,632.099976,1592.369995,
06-02-2013,127.185532,622.599976,1567.800049,
07-02-2013,127.017242,626.400024,1576.839966,
08-02-2013,127.723999,627.799988,1547.689941,
11-02-2013,127.698738,621,0,
12-02-2013,127.909119,624.799988,1567.030029,
13-02-2013,128.018463,626.099976,1585.030029,
14-02-2013,128.136246,632,1597.449951,
15-02-2013,127.984833,635.799988,1598.26001,
19-02-2013,128.944,632.599976,1614.75,
20-02-2013,127.336967,631.900024,1605.170044,
21-02-2013,126.562897,631.5,1611.77002,
22-02-2013,127.799698,636.799988,1627.359985,
25-02-2013,125.36808,636.900024,1637.849976,
26-02-2013,126.22628,626.5,1657.790039,
27-02-2013,127.816521,631.200012,1663.25,
28-02-2013,127.564156,632.400024,1689.030029,
01-03-2013,127.984833,624.700012,1704.589966,
04-03-2013,128.666382,630.200012,1713.380005,
05-03-2013,129.819077,632.900024,1712.449951,
06-03-2013,129.995789,634.400024,1700.880005,
07-03-2013,130.231415,631.599976,1714.810059,
08-03-2013,130.786667,640.099976,1729.920044,
11-03-2013,131.283096,640.400024,1739.189941,
12-03-2013,130.988617,641.700012,1744.839966,
13-03-2013,131.173737,645.400024,1757.079956,
14-03-2013,131.872055,647.5,1780.619995,
15-03-2013,131.697952,647.5,1775.959961,
18-03-2013,130.971146,646.200012,1794.880005,
19-03-2013,130.666916,651.099976,1795.76001,
20-03-2013,131.579666,648,1790.650024,
21-03-2013,130.455627,644.400024,1785.349976,
22-03-2013,131.503601,642.900024,0,
25-03-2013,130.954269,643.400024,1711.52002,
26-03-2013,132.002228,639.099976,1714.73999,
27-03-2013,132.002228,639.299988,1734.079956,
28-03-2013,132.407852,638.299988,1740.199951,
01-04-2013,131.883911,640.099976,1753.47998,
02-04-2013,132.534622,639.5,1784.170044,
03-04-2013,131.190948,642,1797.550049,
04-04-2013,131.723282,649.299988,1804.920044,
05-04-2013,131.131714,643.099976,1806.189941,
08-04-2013,132.019089,635.400024,1819.849976,
09-04-2013,132.475494,627,1833.219971,
10-04-2013,134.098145,629,1832.719971,
11-04-2013,134.537674,633.5,1846.400024,
12-04-2013,134.208023,640.5,1857.069946,
15-04-2013,131.097946,642.900024,1880,
16-04-2013,133.03331,640.299988,1914.290039,
17-04-2013,131.089493,635.5,1936.920044,
18-04-2013,130.269714,631.5,1966.369995,
19-04-2013,131.402161,625.900024,1978.48999,
22-04-2013,131.985291,625.700012,1964.040039,
23-04-2013,133.345978,630.200012,1999.949951,
24-04-2013,133.430511,629.299988,1999.089966,
25-04-2013,133.971405,641.700012,2027.959961,
26-04-2013,133.734772,645,2086.149902,
29-04-2013,134.630615,645.799988,2100.639893,
30-04-2013,134.951767,644.5,2089.419922,
01-05-2013,133.768555,648,2106.27002,
02-05-2013,135.01091,644.599976,2125.949951,
03-05-2013,136.380066,647.700012,2140.590088,
06-05-2013,136.726532,648.900024,2085.879883,
07-05-2013,137.419586,655,2019.969971,
08-05-2013,138.044968,658.299988,2060.26001,
09-05-2013,137.656219,661.700012,0,
10-05-2013,138.104141,663.200012,2079.379883,
13-05-2013,138.214005,665.400024,2056.540039,
14-05-2013,139.642258,665.700012,1944.459961,
15-05-2013,140.39447,671.200012,1962.23999,
16-05-2013,139.735184,672.700012,1938.430054,
17-05-2013,141.087463,671.700012,1953.589966,
20-05-2013,141.078995,676,1978.660034,
21-05-2013,141.28186,679,1941.459961,
22-05-2013,140.23381,683.700012,1958.060059,
23-05-2013,139.828171,687.900024,1932.910034,
24-05-2013,139.70993,675.400024,1927.150024,
28-05-2013,140.546555,669.599976,1918.449951,
29-05-2013,139.633865,680.700012,1814.280029,
30-05-2013,140.149368,660,1717.030029,
31-05-2013,138.137924,662.400024,1803.819946,
03-06-2013,138.898499,655.099976,1822.530029,
04-06-2013,138.230942,650.099976,1827.560059,
05-06-2013,136.295502,652.900024,1797.780029,
06-06-2013,137.529449,640.099976,1804.099976,
07-06-2013,139.278885,631.900024,1816.069946,
10-06-2013,139.278885,639.299988,1825.469971,
11-06-2013,137.842133,638.400024,1821.380005,
12-06-2013,136.701202,632.799988,1825.609985,
13-06-2013,138.780289,630.099976,1809.329956,
14-06-2013,137.90976,630.799988,1808.189941,
17-06-2013,138.974625,631,1776.400024,
18-06-2013,140.073303,633.5,1717.530029,
19-06-2013,138.137924,637.299988,1726.930054,
20-06-2013,134.715088,635.799988,1765.030029,
21-06-2013,135.147583,616.599976,1795.099976,
24-06-2013,133.43985,612.400024,1831.51001,
25-06-2013,134.722748,603.200012,1843.099976,
26-06-2013,136.056671,610.700012,1842.25,
27-06-2013,136.855301,617.200012,1864.050049,
28-06-2013,136.294586,625,1861.77002,
01-07-2013,137.093201,622.200012,1869.670044,
02-07-2013,136.965775,631.099976,1864,
03-07-2013,137.025238,630.799988,1863.390015,
05-07-2013,138.503525,624,1869.599976,
08-07-2013,139.293655,643,1879.170044,
09-07-2013,140.296188,637.900024,1868.77002,
10-07-2013,140.347198,645.200012,1875.72998,
11-07-2013,142.258789,652,1859.040039,
12-07-2013,142.318268,650.599976,1866.829956,
15-07-2013,142.862015,654.5,1872.369995,
16-07-2013,142.326752,653.599976,1876.01001,
17-07-2013,142.692123,657.900024,1877.939941,
18-07-2013,143.47377,655.599976,1864.069946,
19-07-2013,143.728653,657.5,1816.469971,
22-07-2013,144.009003,663.299988,1841.579956,
23-07-2013,143.70314,662.900024,1823.199951,
24-07-2013,143.176392,662.299988,1816.97998,
25-07-2013,143.524734,659.299988,1828.23999,
26-07-2013,143.677658,662,1836.439941,
29-07-2013,143.235886,657.799988,1834.180054,
30-07-2013,143.235886,654.700012,1812.040039,
31-07-2013,143.33783,655.200012,1796.579956,
01-08-2013,144.994598,656.200012,1791.709961,
02-08-2013,145.240921,661.200012,1759.079956,
05-08-2013,145.028519,667.700012,1771.76001,
06-08-2013,144.204437,664.400024,1782.640015,
07-08-2013,143.737106,662,1782.869995,
08-08-2013,144.263916,660.200012,1781.640015,
09-08-2013,143.847641,652.799988,1793.98999,
12-08-2013,143.677658,654.799988,1782.060059,
13-08-2013,144.102448,660.200012,1766.810059,
14-08-2013,143.363312,659.299988,1758.01001,
15-08-2013,141.358215,663.5,1761.819946,
16-08-2013,140.89093,662.799988,1768.089966,
19-08-2013,139.990341,652.200012,1769,
20-08-2013,140.678543,653,1742.140015,
21-08-2013,139.811981,650,1743.01001,
22-08-2013,141.086349,649.700012,1746.160034,
23-08-2013,141.562134,643.5,1745.170044,
26-08-2013,141.035355,649.5,1768.130005,
27-08-2013,138.766891,653.799988,1782.069946,
28-08-2013,139.259705,649.200012,1788.050049,
29-08-2013,139.480606,642.200012,1775.540039,
30-08-2013,139.038788,647.900024,1795.77002,
03-09-2013,139.667557,640.900024,1804.060059,
04-09-2013,140.822968,650.200012,1811.209961,
05-09-2013,141.001389,646.5,1818.369995,
06-09-2013,141.069336,647.799988,1820.48999,
09-09-2013,142.420242,653.200012,1841.900024,
10-09-2013,143.47377,654.599976,1856.660034,
11-09-2013,143.924026,653,1872.699951,
12-09-2013,143.541718,658.700012,1882.280029,
13-09-2013,143.864594,659.400024,1892.709961,
16-09-2013,144.69725,659.5,1877.150024,
17-09-2013,145.342911,658.400024,1882.77002,
18-09-2013,147.025162,662.400024,1897.699951,
19-09-2013,146.778763,657.200012,1903.410034,
20-09-2013,145.752518,655.299988,1901.099976,
23-09-2013,145.07811,661.900024,1889.900024,
24-09-2013,144.736618,659.799988,1894.73999,
25-09-2013,144.318207,655.299988,1884.959961,
26-09-2013,144.873169,656.700012,1862.810059,
27-09-2013,144.207245,654.599976,1861.619995,
30-09-2013,143.438889,655.5,1874.280029,
01-10-2013,144.574356,650,1880.280029,
02-10-2013,144.437744,644.700012,1900.290039,
03-10-2013,143.105911,644.5,1906.890015,
04-10-2013,144.190186,642.200012,1902.219971,
07-10-2013,142.943649,642.900024,1914.800049,
08-10-2013,141.2789,643.099976,1928.939941,
09-10-2013,141.381302,642.200012,1948.530029,
10-10-2013,144.42923,634.900024,1955.23999,
11-10-2013,145.359833,632.599976,1951.699951,
14-10-2013,145.940308,642.200012,1963.72998,
15-10-2013,144.881699,646.700012,1963.560059,
16-10-2013,146.905121,648.5,1967.25,
17-10-2013,147.886917,653.200012,1961.22998,
18-10-2013,148.885788,655.400024,1939.26001,
21-10-2013,148.894379,655.900024,1931.73999,
22-10-2013,149.756668,660.5,1915.869995,
23-10-2013,149.03952,664.400024,1924.439941,
24-10-2013,149.534637,667.599976,1929.5,
25-10-2013,150.217682,666,1938.75,
28-10-2013,150.456726,669.400024,1928.849976,
29-10-2013,151.259201,670.5,1914.050049,
30-10-2013,150.507889,671.5,1922,
31-10-2013,150.081039,676.599976,1927.300049,
01-11-2013,150.439667,676.200012,1933.099976,
04-11-2013,150.968964,671.599976,1945.189941,
05-11-2013,150.490845,671.200012,1955.73999,
06-11-2013,151.259201,675.599976,1955.660034,
07-11-2013,149.346832,672.599976,1957.48999,
08-11-2013,151.361679,672.900024,1961.75,
11-11-2013,151.387283,669,1959.530029,
12-11-2013,151.079971,670.299988,1963.26001,
13-11-2013,152.292313,671.299988,1971.150024,
14-11-2013,153.052078,671.900024,1966.530029,
15-11-2013,153.718033,663.299988,1970.48999,
18-11-2013,153.180161,666.299988,1975.199951,
19-11-2013,152.847214,669,1994.550049,
20-11-2013,152.369064,671.799988,1997.050049,
21-11-2013,153.598526,669.400024,1987.050049,
22-11-2013,154.366928,668.599976,1984.560059,
25-11-2013,154.213226,668,1981.079956,
26-11-2013,154.255905,667.599976,1997.22998,
27-11-2013,154.631546,670,2000.319946,
29-11-2013,154.529099,663.700012,1996.430054,
02-12-2013,154.127853,660.599976,1988.849976,
03-12-2013,153.461929,661.200012,1988.180054,
04-12-2013,153.444839,659.700012,1959.150024,
05-12-2013,152.77037,655.299988,1958.939941,
06-12-2013,154.477905,649.299988,1956.469971,
09-12-2013,154.87056,647.099976,1952.780029,
10-12-2013,154.315704,646,1946.77002,
11-12-2013,152.582535,651,1938.839966,
12-12-2013,152.078873,651.400024,0,
13-12-2013,152.061783,648.099976,1992.25,
16-12-2013,153.009415,646.799988,2013.290039,
17-12-2013,152.522812,640.599976,2053.350098,
18-12-2013,155.12674,639.400024,2077.27002,
19-12-2013,154.947464,647.900024,2083.340088,
20-12-2013,155.848755,644.700012,2097.379883,
23-12-2013,156.681427,645.200012,2103.860107,
24-12-2013,157.024734,654.099976,2117.820068,
26-12-2013,157.823059,655.5,2114.22998,
27-12-2013,157.814468,663.599976,2127.97998,
30-12-2013,157.788757,664.400024,2133.23999,
31-12-2013,158.535507,671.099976,2152.01001,
02-01-2014,157.016174,669.200012,2179.02002,
03-01-2014,156.990387,667,2180.370117,
06-01-2014,156.535492,667.200012,2187.5,
07-01-2014,157.496872,667.900024,2172.820068,
08-01-2014,157.531189,668.599976,2157.580078,
09-01-2014,157.634186,670.900024,2100.97998,
10-01-2014,158.0634,667.200012,2115.600098,
13-01-2014,155.960342,664,2151.23999,
14-01-2014,157.659943,668.599976,2116.120117,
15-01-2014,158.50972,670.400024,2102.659912,
16-01-2014,158.303696,671.799988,2036.48999,
17-01-2014,157.634186,677.5,1952.329956,
21-01-2014,158.097763,676.700012,1961.969971,
22-01-2014,158.200775,678.200012,1998.349976,
23-01-2014,156.904572,678.700012,2018.050049,
24-01-2014,153.556885,678.799988,2058.02002,
27-01-2014,152.801468,678.299988,2079.149902,
28-01-2014,153.711365,672.799988,2057.429932,
29-01-2014,152.23497,661.900024,2036.170044,
30-01-2014,153.848709,650.599976,0,
31-01-2014,152.947418,653.099976,2061.23999,
03-02-2014,149.50531,649.799988,2067.790039,
04-02-2014,150.552505,649.599976,2059.120117,
05-02-2014,150.363647,646.900024,2074.590088,
06-02-2014,152.346497,641.799988,2095.77002,
07-02-2014,154.234985,641.799988,2112.070068,
10-02-2014,154.51828,642.799988,2101.26001,
11-02-2014,156.209244,652.700012,2082.889893,
12-02-2014,156.286545,654.200012,2073.560059,
13-02-2014,157.09343,655.799988,2062.75,
14-02-2014,157.960388,662.799988,2062.120117,
18-02-2014,158.149261,664.299988,2084.419922,
19-02-2014,157.10202,663.099976,2099.879883,
20-02-2014,158.029083,663.400024,2102.51001,
21-02-2014,157.848801,670.099976,2098.780029,
24-02-2014,158.724365,677.299988,2096.800049,
25-02-2014,158.664261,678.099976,2083.23999,
26-02-2014,158.672867,678.400024,2073.189941,
27-02-2014,159.505493,682.099976,2041.98999,
28-02-2014,159.908905,684.900024,2020.780029,
03-03-2014,158.784393,687.799988,2037.329956,
04-03-2014,161.01622,676.799988,2032.97998,
05-03-2014,161.162216,677,1998.349976,
06-03-2014,161.531235,677.5,2011.52002,
07-03-2014,161.600006,667.299988,1997.52002,
10-03-2014,161.514084,677,1992.339966,
11-03-2014,160.715805,674,1972.920044,
12-03-2014,160.758698,674.799988,1992.880005,
13-03-2014,158.956146,668.200012,2004.599976,
14-03-2014,158.50972,664.700012,2014.47998,
17-03-2014,159.943283,665.099976,2023.27002,
18-03-2014,161.084869,661.200012,2024.290039,
19-03-2014,160.226532,654.599976,2024.569946,
20-03-2014,161.162216,651.700012,2009.98999,
21-03-2014,160.537109,656.299988,1997.280029,
24-03-2014,159.873199,659.200012,1969.719971,
25-03-2014,160.631958,656,1965.380005,
26-03-2014,159.476624,653.200012,1947.869995,
27-03-2014,159.14035,654.299988,1948.430054,
28-03-2014,159.924927,650.200012,1948.119995,
31-03-2014,161.235474,658.799988,1963.27002,
01-04-2014,162.304535,659.400024,1973.920044,
02-04-2014,162.847733,657.900024,0,
03-04-2014,162.632187,660.400024,1983.52002,
04-04-2014,160.709503,659.5,1967.839966,
07-04-2014,158.933426,664,1974.400024,
08-04-2014,159.588684,665,1974.01001,
09-04-2014,161.304398,663.799988,1973.959961,
10-04-2014,157.916077,668.599976,1962.939941,
11-04-2014,156.4935,661.5,1954.079956,
14-04-2014,157.72641,658.200012,1973.170044,
15-04-2014,158.812759,662.200012,1986.099976,
16-04-2014,160.476807,663.400024,1980.099976,
17-04-2014,160.700897,655.400024,1967.51001,
21-04-2014,161.261292,657.700012,1967.599976,
22-04-2014,161.994171,653.599976,1945.47998,
23-04-2014,161.614807,658.5,1935.579956,
24-04-2014,161.942444,662.299988,1944.920044,
25-04-2014,160.614716,668.599976,1943.349976,
28-04-2014,161.123337,668,1924.589966,
29-04-2014,161.873459,670.5,1890.849976,
30-04-2014,162.356247,669.5,1896.47998,
01-05-2014,162.37352,670,1893.23999,
02-05-2014,162.140747,677.900024,1915.640015,
05-05-2014,162.451111,679.299988,1930.619995,
06-05-2014,161.037155,681.700012,1960.219971,
07-05-2014,161.985519,682.599976,1968.170044,
08-05-2014,161.81308,680.5,1985.449951,
09-05-2014,162.054565,680.799988,2002.040039,
12-05-2014,163.632294,685.400024,2008.280029,
13-05-2014,163.778885,683.099976,2028.130005,
14-05-2014,163.002945,686.5,2042.22998,
15-05-2014,161.571716,689.200012,2047.369995,
